gene_id,gene_name,gene_chr,gene_start,gene_end,gene_strand,gene_length,gene_biotype,gene_description
b2956,yggM,NC_000913.3,3098558,3099565,-,1008,protein_coding,DUF1202 domain-containing protein YggM&&sp|P46142|YGGM_ECOLI Uncharacterized protein YggM OS=Escherichia coli (strain K12) OX=83333 GN=yggM PE=4 SV=2 && PF06717:Protein of unknown function (DUF1202)
b3952,pflC,NC_000913.3,4146258,4147136,+,879,protein_coding,putative pyruvate formate-lyase 2 activating enzyme PflC&&sp|P32675|PFLC_ECOLI Pyruvate formate-lyase 2-activating enzyme OS=Escherichia coli (strain K12) OX=83333 GN=pflC PE=3 SV=2 && PF13353:4Fe-4S single cluster domain|PF04055:Radical SAM superfamily
b0340,cynS,NC_000913.3,359489,359959,+,471,protein_coding,cyanase&&sp|B1XBI8|CYNS_ECODH Cyanate hydratase OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=cynS PE=3 SV=1 && PF02560:Cyanate lyase C-terminal domain
b0649,djlC,NC_000913.3,680212,681663,+,1452,protein_coding,co-chaperone DjlC&&sp|P77359|DJLC_ECOLI Uncharacterized J domain-containing protein DjlC OS=Escherichia coli (strain K12) OX=83333 GN=djlC PE=4 SV=1 && -
b2505,yfgH,NC_000913.3,2629792,2630310,+,519,protein_coding,lipoprotein YfgH&&sp|P65291|YFGH_ECO57 Uncharacterized lipoprotein YfgH OS=Escherichia coli O157:H7 OX=83334 GN=yfgH PE=3 SV=1 && PF05433:Glycine zipper 2TM domain
b4130,dtpC,NC_000913.3,4354954,4356411,-,1458,protein_coding,dipeptide/tripeptide:H(+) symporter DtpC&&sp|P39276|DTPC_ECOLI Dipeptide and tripeptide permease C OS=Escherichia coli (strain K12) OX=83333 GN=dtpC PE=1 SV=1 && PF00854:POT family
b3581,sgbH,NC_000913.3,3748577,3749239,+,663,protein_coding,3-keto-L-gulonate-6-phosphate decarboxylase SgbH&&sp|P37678|SGBH_ECOLI 3-keto-L-gulonate-6-phosphate decarboxylase SgbH OS=Escherichia coli (strain K12) OX=83333 GN=sgbH PE=1 SV=1 && PF00215:Orotidine 5'-phosphate decarboxylase / HUMPS family
b4501,torI,NC_000913.3,2476310,2476510,+,201,protein_coding,prophage CPS-53 recombination directionality factor and response regulator inhibitor&&sp|Q2EES9|TORI_ECOLI Response regulator inhibitor for tor operon OS=Escherichia coli (strain K12) OX=83333 GN=torI PE=1 SV=1 && -
b4819,ypeD,NC_000913.3,2512687,2512776,-,90,protein_coding,protein YpeD&&-- && -
b4110,rdcB,NC_000913.3,4329360,4330238,+,879,protein_coding,regulator of diguanylate cyclase RdcB&&sp|P39267|YJCZ_ECOLI Uncharacterized protein YjcZ OS=Escherichia coli (strain K12) OX=83333 GN=yjcZ PE=4 SV=2 && PF13990:YjcZ-like protein
b1338,abgA,NC_000913.3,1403255,1404565,-,1311,protein_coding,p-aminobenzoyl-glutamate hydrolase subunit A&&sp|P77357|ABGA_ECOLI p-aminobenzoyl-glutamate hydrolase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=abgA PE=1 SV=2 && PF01546:Peptidase family M20/M25/M40|PF07687:Peptidase dimerisation domain
b0689,ybfP,NC_000913.3,715412,715906,+,495,protein_coding,lipoprotein YbfP&&sp|P75737|YBFP_ECOLI Uncharacterized lipoprotein YbfP OS=Escherichia coli (strain K12) OX=83333 GN=ybfP PE=3 SV=1 && -
b3013,yqhG,NC_000913.3,3157650,3158576,+,927,protein_coding,DUF3828 domain-containing protein YqhG&&sp|Q46858|YQHG_ECOLI Uncharacterized protein YqhG OS=Escherichia coli (strain K12) OX=83333 GN=yqhG PE=3 SV=3 && PF12883:Protein of unknown function (DUF3828)
b4270,leuX,NC_000913.3,4496405,4496489,+,85,protein_coding,tRNA-Leu&&-- && -
b2360,yfdQ,NC_000913.3,2474032,2474856,+,825,protein_coding,DUF2303 domain-containing protein YfdQ&&sp|P76513|YFDQ_ECOLI Uncharacterized protein YfdQ OS=Escherichia coli (strain K12) OX=83333 GN=yfdQ PE=4 SV=1 && PF10065:Uncharacterized conserved protein (DUF2303)
b4663,azuC,NC_000913.3,1987873,1987959,-,87,protein_coding,uncharacterized protein AzuC&&sp|C1P605|AZUC_ECOLI Uncharacterized protein AzuC OS=Escherichia coli (strain K12) OX=83333 GN=azuC PE=1 SV=1 && -
b0285,paoB,NC_000913.3,300931,301887,-,957,protein_coding,aldehyde dehydrogenase%2C FAD-binding subunit&&sp|P77324|PAOB_ECOLI Aldehyde oxidoreductase FAD-binding subunit PaoB OS=Escherichia coli (strain K12) OX=83333 GN=paoB PE=1 SV=1 && PF00941:FAD binding domain in molybdopterin dehydrogenase|PF03450:CO dehydrogenase flavoprotein C-terminal domain
b3896,yiiG,NC_000913.3,4087002,4088057,+,1056,protein_coding,DUF3829 domain-containing lipoprotein YiiG&&sp|P32151|YIIG_ECOLI Uncharacterized protein YiiG OS=Escherichia coli (strain K12) OX=83333 GN=yiiG PE=4 SV=1 && PF12889:Protein of unknown function (DUF3829)
b3457,livH,NC_000913.3,3595477,3596403,-,927,protein_coding,branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH&&sp|P0AEX8|LIVH_ECO57 High-affinity branched-chain amino acid transport system permease protein LivH OS=Escherichia coli O157:H7 OX=83334 GN=livH PE=3 SV=1 && PF02653:Branched-chain amino acid transport system / permease component
b4561,insM,NC_000913.3,4508684,4508942,-,259,protein_coding,--&&sp|P16939|YIS1_SHISO Insertion element IS600 uncharacterized 11 kDa protein OS=Shigella sonnei OX=624 PE=3 SV=1 && PF01527:Transposase
b1879,flhA,NC_000913.3,1962972,1965050,-,2079,protein_coding,flagellar biosynthesis protein FlhA&&sp|P76298|FLHA_ECOLI Flagellar biosynthesis protein FlhA OS=Escherichia coli (strain K12) OX=83333 GN=flhA PE=3 SV=1 && PF00771:FHIPEP family
b4611,sibE,NC_000913.3,3195097,3195240,-,144,protein_coding,"small RNA SibE&&-- && PF13956:Toxin Ibs, type I toxin-antitoxin system"
Novel00321,-,NC_000913.3,4042655,4042843,-,189,-,-
b1803,yeaX,NC_000913.3,1885845,1886810,+,966,protein_coding,carnitine monooxygenase subunit YeaX&&sp|P76254|CNTB_ECOLI Carnitine monooxygenase reductase subunit OS=Escherichia coli (strain K12) OX=83333 GN=yeaX PE=1 SV=1 && PF00175:Oxidoreductase NAD-binding domain|PF00970:Oxidoreductase FAD-binding domain|PF00111:2Fe-2S iron-sulfur cluster binding domain
b1337,abgB,NC_000913.3,1401810,1403255,-,1446,protein_coding,p-aminobenzoyl-glutamate hydrolase subunit B&&sp|P76052|ABGB_ECOLI p-aminobenzoyl-glutamate hydrolase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=abgB PE=1 SV=1 && -
Novel00264,-,NC_000913.3,3380681,3381032,-,352,-,-
b2043,wcaM,NC_000913.3,2114502,2115896,-,1395,protein_coding,putative colanic acid biosynthesis protein WcaM&&sp|P71244|WCAM_ECOLI Colanic acid biosynthesis protein WcaM OS=Escherichia coli (strain K12) OX=83333 GN=wcaM PE=3 SV=2 && -
b2071,yegJ,NC_000913.3,2151185,2151646,+,462,protein_coding,DUF2314 domain-containing protein YegJ&&sp|P76394|YEGJ_ECOLI Uncharacterized protein YegJ OS=Escherichia coli (strain K12) OX=83333 GN=yegJ PE=4 SV=1 && PF10077:Uncharacterized protein conserved in bacteria (DUF2314)
b4721,ytiD,NC_000913.3,4556654,4556797,+,144,protein_coding,protein YtiD&&sp|P0DPC5|YTID_ECOLI Protein YtiD OS=Escherichia coli (strain K12) OX=83333 GN=ytiD PE=1 SV=1 && -
b4582,yoeA,NC_000913.3,2068635,2070474,+,1840,protein_coding,TonB-dependent receptor plug domain-containing protein YoeA&&sp|P0CF62|IND10_ECOLI Transposase InsD for insertion element IS2-10 OS=Escherichia coli (strain K12) OX=83333 GN=JW5903 PE=4 SV=1 && PF13276:HTH-like domain|PF00665:Integrase core domain|PF07715:TonB-dependent Receptor Plug Domain|PF01527:Transposase
b0513,ybbY,NC_000913.3,540565,541866,+,1302,protein_coding,putative purine transporter&&sp|P77328|YBBY_ECOLI Putative purine permease YbbY OS=Escherichia coli (strain K12) OX=83333 GN=ybbY PE=1 SV=2 && PF00860:Permease family
b2864,glyU,NC_000913.3,2998984,2999057,-,74,protein_coding,tRNA-Gly&&-- && -
b2774,ygcW,NC_000913.3,2899488,2900273,-,786,protein_coding,putative deoxygluconate dehydrogenase&&sp|P76633|YGCW_ECOLI Uncharacterized oxidoreductase YgcW OS=Escherichia coli (strain K12) OX=83333 GN=ygcW PE=3 SV=2 && PF13561:Enoyl-(Acyl carrier protein) reductase
b1310,ycjN,NC_000913.3,1371909,1373201,+,1293,protein_coding,putative ABC transporter periplasmic binding protein YcjN&&sp|P76042|YCJN_ECOLI Putative ABC transporter periplasmic-binding protein YcjN OS=Escherichia coli (strain K12) OX=83333 GN=ycjN PE=3 SV=1 && PF01547:Bacterial extracellular solute-binding protein
b3917,sbp,NC_000913.3,4108834,4109823,+,990,protein_coding,sulfate/thiosulfate ABC transporter periplasmic binding protein Sbp&&sp|P0AG78|SUBI_ECOLI Sulfate-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=sbp PE=1 SV=1 && PF13531:Bacterial extracellular solute-binding protein
b3907,rhaT,NC_000913.3,4099491,4100525,-,1035,protein_coding,rhamnose/lyxose:H(+) symporter&&sp|C5A075|RHAT_ECOBW L-rhamnose-proton symporter OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=rhaT PE=3 SV=1 && PF06379:L-rhamnose-proton symport protein (RhaT)
b4665,ibsC,NC_000913.3,3056890,3056949,-,60,protein_coding,toxic peptide IbsC&&-- && -
b1345,intR,NC_000913.3,1412000,1413235,-,1236,protein_coding,putative integrase&&sp|P76056|INTR_ECOLI Prophage integrase IntR OS=Escherichia coli (strain K12) OX=83333 GN=intR PE=3 SV=1 && PF00589:Phage integrase family|PF12167:Arm DNA-binding domain
b0241,phoE,NC_000913.3,259045,260100,-,1056,protein_coding,outer membrane porin PhoE&&sp|P02932|PHOE_ECOLI Outer membrane porin PhoE OS=Escherichia coli (strain K12) OX=83333 GN=phoE PE=1 SV=1 && PF00267:Gram-negative porin
b0507,gcl,NC_000913.3,533916,535697,+,1782,protein_coding,"glyoxylate carboligase&&sp|P0AEP8|GCL_ECO57 Glyoxylate carboligase OS=Escherichia coli O157:H7 OX=83334 GN=gcl PE=3 SV=2 && PF00205:Thiamine pyrophosphate enzyme, central domain|PF02776:Thiamine pyrophosphate enzyme, N-terminal TPP binding domain|PF02775:Thiamine pyrophosphate enzyme, C-terminal TPP binding domain"
b4281,yjhD,NC_000913.3,4506626,4506856,-,231,protein_coding,--&&sp|P39354|YJHD_ECOLI Putative uncharacterized protein YjhD OS=Escherichia coli (strain K12) OX=83333 GN=yjhD PE=5 SV=2 && PF16747:Surface-adhesin protein E
b0286,paoA,NC_000913.3,301884,302573,-,690,protein_coding,aldehyde dehydrogenase%2C Fe-S subunit&&sp|P77165|PAOA_ECOLI Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA OS=Escherichia coli (strain K12) OX=83333 GN=paoA PE=1 SV=1 && PF00111:2Fe-2S iron-sulfur cluster binding domain|PF01799:[2Fe-2S] binding domain
b2632,yfjP,NC_000913.3,2767710,2768573,+,864,protein_coding,putative GTP-binding protein YfjP&&sp|P52131|YFJP_ECOLI Uncharacterized protein YfjP OS=Escherichia coli (strain K12) OX=83333 GN=yfjP PE=4 SV=4 && PF01926:50S ribosome-binding GTPase
b4437,sibB,NC_000913.3,2153646,2153781,+,136,protein_coding,"small RNA SibB&&-- && PF13956:Toxin Ibs, type I toxin-antitoxin system"
b2076,mdtC,NC_000913.3,2158386,2161463,+,3078,protein_coding,multidrug efflux pump RND permease subunit MdtC&&sp|C4ZSG4|MDTC_ECOBW Multidrug resistance protein MdtC OS=Escherichia coli (strain K12 / MC4100 / BW2952) OX=595496 GN=mdtC PE=2 SV=1 && PF00873:AcrB/AcrD/AcrF family
b0295,ykgL,NC_000913.3,312112,312339,+,228,protein_coding,uncharacterized protein YkgL&&sp|P56257|YKGL_ECOLI Uncharacterized protein YkgL OS=Escherichia coli (strain K12) OX=83333 GN=ykgL PE=4 SV=1 && -
b1287,yciW,NC_000913.3,1348980,1350107,-,1128,protein_coding,putative peroxidase YciW&&sp|P76035|YCIW_ECOLI Uncharacterized protein YciW OS=Escherichia coli (strain K12) OX=83333 GN=yciW PE=4 SV=2 && -
b0153,fhuB,NC_000913.3,171462,173444,+,1983,protein_coding,iron(III) hydroxamate ABC transporter membrane subunit&&sp|P06972|FHUB_ECOLI Iron(3+)-hydroxamate import system permease protein FhuB OS=Escherichia coli (strain K12) OX=83333 GN=fhuB PE=1 SV=2 && PF01032:FecCD transport family
b2503,pdeF,NC_000913.3,2626695,2628938,-,2244,protein_coding,cyclic di-GMP phosphodiesterase PdeF&&sp|P77172|PDEF_ECOLI Cyclic di-GMP phosphodiesterase PdeF OS=Escherichia coli (strain K12) OX=83333 GN=pdeF PE=1 SV=1 && PF00563:EAL domain|PF05231:MASE1
b1987,cbl,NC_000913.3,2059964,2060914,-,951,protein_coding,"DNA-binding transcriptional activator Cbl&&sp|Q47083|CBL_ECOLI HTH-type transcriptional regulator cbl OS=Escherichia coli (strain K12) OX=83333 GN=cbl PE=1 SV=2 && PF00126:Bacterial regulatory helix-turn-helix protein, lysR family|PF03466:LysR substrate binding domain"
b2489,hyfI,NC_000913.3,2610706,2611464,+,759,protein_coding,"hydrogenase 4 catalytic subunit HyfI&&sp|P77668|HYFI_ECOLI Hydrogenase-4 component I OS=Escherichia coli (strain K12) OX=83333 GN=hyfI PE=3 SV=1 && PF01058:NADH ubiquinone oxidoreductase, 20 Kd subunit"
b3533,bcsA,NC_000913.3,3692618,3695236,-,2619,protein_coding,cellulose synthase catalytic subunit&&sp|P37653|BCSA_ECOLI Cellulose synthase catalytic subunit [UDP-forming] OS=Escherichia coli (strain K12) OX=83333 GN=bcsA PE=1 SV=3 && PF03552:Cellulose synthase|PF00535:Glycosyl transferase family 2|PF07238:PilZ domain
b0749,lysQ,NC_000913.3,781577,781652,+,76,protein_coding,tRNA-Lys&&-- && -
b1862,yebB,NC_000913.3,1946251,1946853,+,603,protein_coding,"putative papain-like amidase YebB&&sp|P24238|YEBB_ECOLI Uncharacterized protein YebB OS=Escherichia coli (strain K12) OX=83333 GN=yebB PE=4 SV=2 && PF05708:Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"
b2447,yffP,NC_000913.3,2562524,2563117,+,594,protein_coding,uncharacterized protein YffP&&sp|P76547|YFFP_ECOLI Uncharacterized protein YffP OS=Escherichia coli (strain K12) OX=83333 GN=yffP PE=4 SV=1 && -
b0909,ycaL,NC_000913.3,960264,961028,+,765,protein_coding,periplasmic protease YcaL&&sp|P43674|YCAL_ECOLI Metalloprotease YcaL OS=Escherichia coli (strain K12) OX=83333 GN=ycaL PE=1 SV=3 && PF01435:Peptidase family M48
b1939,fliG,NC_000913.3,2014880,2015875,+,996,protein_coding,flagellar motor switch protein FliG&&sp|P0ABZ3|FLIG_ECO57 Flagellar motor switch protein FliG OS=Escherichia coli O157:H7 OX=83334 GN=fliG PE=3 SV=1 && PF14842:FliG N-terminal domain|PF14841:FliG middle domain|PF01706:FliG C-terminal domain
b0943,ycbV,NC_000913.3,1003439,1003954,+,516,protein_coding,putative fimbrial protein YcbV&&sp|P75860|YCBV_ECOLI Uncharacterized fimbrial-like protein YcbV OS=Escherichia coli (strain K12) OX=83333 GN=ycbV PE=2 SV=2 && PF00419:Fimbrial protein
b3266,acrF,NC_000913.3,3415033,3418137,+,3105,protein_coding,multidrug efflux pump RND permease AcrF&&sp|P24181|ACRF_ECOLI Multidrug export protein AcrF OS=Escherichia coli (strain K12) OX=83333 GN=acrF PE=1 SV=2 && PF00873:AcrB/AcrD/AcrF family
b0108,ppdD,NC_000913.3,117109,117549,-,441,protein_coding,prepilin-type N-terminal cleavage/methylation domain-containing protein PpdD&&sp|P36647|PPDD_ECOLI Prepilin peptidase-dependent protein D OS=Escherichia coli (strain K12) OX=83333 GN=ppdD PE=1 SV=2 && PF07963:Prokaryotic N-terminal methylation motif
b2710,norV,NC_000913.3,2832476,2833915,+,1440,protein_coding,anaerobic nitric oxide reductase flavorubredoxin&&sp|B1XCN7|NORV_ECODH Anaerobic nitric oxide reductase flavorubredoxin OS=Escherichia coli (strain K12 / DH10B) OX=316385 GN=norV PE=3 SV=1 && PF00258:Flavodoxin|PF00753:Metallo-beta-lactamase superfamily|PF00301:Rubredoxin
b2189,proL,NC_000913.3,2286211,2286287,+,77,protein_coding,tRNA-Pro&&-- && -
b4781,evgL,NC_000913.3,2483729,2483758,+,30,protein_coding,protein EvgL&&-- && -
b2059,wcaA,NC_000913.3,2132558,2133397,-,840,protein_coding,UDP-glucuronate:2-O-Ac-beta-D-Gal-(1->3)-alpha-L-Fuc-(1->4)-2/3-O-Ac-alpha-L-Fuc-(1->3)-beta-D-Glc-PP-Und beta-(1%2C3)-glucuronosyltransferase&&sp|P77414|WCAA_ECOLI Putative colanic acid biosynthesis glycosyl transferase WcaA OS=Escherichia coli (strain K12) OX=83333 GN=wcaA PE=4 SV=1 && PF00535:Glycosyl transferase family 2
b2713,hydN,NC_000913.3,2837578,2838105,-,528,protein_coding,putative electron transport protein HydN&&sp|P0AAK6|HYDN_ECO57 Electron transport protein HydN OS=Escherichia coli O157:H7 OX=83334 GN=hydN PE=3 SV=1 && PF13247:4Fe-4S dicluster domain
b1393,paaF,NC_000913.3,1457497,1458264,+,768,protein_coding,"putative 2%2C3-dehydroadipyl-CoA hydratase&&sp|P76082|PAAF_ECOLI 2,3-dehydroadipyl-CoA hydratase OS=Escherichia coli (strain K12) OX=83333 GN=paaF PE=1 SV=1 && PF00378:Enoyl-CoA hydratase/isomerase"
b1161,ycgX,NC_000913.3,1212703,1213107,-,405,protein_coding,DUF1398 domain-containing protein YcgX&&sp|P75988|YCGX_ECOLI Uncharacterized protein YcgX OS=Escherichia coli (strain K12) OX=83333 GN=ycgX PE=4 SV=1 && PF07166:Protein of unknown function (DUF1398)
b3861,yihF,NC_000913.3,4044199,4045629,+,1431,protein_coding,DUF945 domain-containing protein YihF&&sp|P32128|YIHF_ECOLI Uncharacterized protein YihF OS=Escherichia coli (strain K12) OX=83333 GN=yihF PE=3 SV=3 && PF06097:Bacterial protein of unknown function (DUF945)
b0997,torA,NC_000913.3,1059256,1061802,+,2547,protein_coding,trimethylamine N-oxide reductase 1&&sp|P33225|TORA_ECOLI Trimethylamine-N-oxide reductase 1 OS=Escherichia coli (strain K12) OX=83333 GN=torA PE=1 SV=2 && PF18364:Molybdopterin oxidoreductase N-terminal domain|PF00384:Molybdopterin oxidoreductase|PF01568:Molydopterin dinucleotide binding domain
b1080,flgI,NC_000913.3,1136274,1137371,+,1098,protein_coding,flagellar P-ring protein&&sp|Q1RD77|FLGI_ECOUT Flagellar P-ring protein OS=Escherichia coli (strain UTI89 / UPEC) OX=364106 GN=flgI PE=3 SV=1 && PF02119:Flagellar P-ring protein
b1551,ynfN,NC_000913.3,1637954,1638109,-,156,protein_coding,protein YnfN&&sp|P76157|YNFN_ECOLI Uncharacterized protein YnfN OS=Escherichia coli (strain K12) OX=83333 GN=ynfN PE=2 SV=2 && -
b4418,sraB,NC_000913.3,1146589,1146757,+,169,protein_coding,small RNA SraB&&-- && -
b1315,ycjS,NC_000913.3,1376832,1377887,+,1056,protein_coding,"D-glucoside 3-dehydrogenase&&sp|P77503|YCJS_ECOLI D-glucoside 3-dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=ycjS PE=1 SV=1 && PF01408:Oxidoreductase family, NAD-binding Rossmann fold|PF02894:Oxidoreductase family, C-terminal alpha/beta domain"
b4780,yodE,NC_000913.3,2470497,2470643,-,147,protein_coding,toxic protein YodE&&sp|P0DSF8|YODE_ECOLI Protein YodE OS=Escherichia coli (strain K12) OX=83333 GN=yodE PE=1 SV=1 && -
b0991,ymcE,NC_000913.3,1051847,1052077,+,231,protein_coding,protein YmcE&&sp|P0AAA6|YMCE_ECOL6 Uncharacterized protein YmcE OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=ymcE PE=4 SV=1 && PF15939:Putative antitoxin of bacterial toxin-antitoxin system
b3391,hofQ,NC_000913.3,3519465,3520703,-,1239,protein_coding,DNA utilization protein HofQ&&sp|P34749|HOFQ_ECOLI DNA utilization protein HofQ OS=Escherichia coli (strain K12) OX=83333 GN=hofQ PE=3 SV=2 && PF03958:Bacterial type II/III secretion system short domain|PF00263:Bacterial type II and III secretion system protein
b0933,ssuB,NC_000913.3,993277,994044,-,768,protein_coding,aliphatic sulfonate ABC transporter ATP binding subunit&&sp|P0AAI2|SSUB_ECO57 Aliphatic sulfonates import ATP-binding protein SsuB OS=Escherichia coli O157:H7 OX=83334 GN=ssuB PE=3 SV=1 && PF00005:ABC transporter
b4182,yjfJ,NC_000913.3,4410553,4411251,+,699,protein_coding,PspA family protein YjfJ&&sp|P0AF79|YJFJ_ECOL6 Uncharacterized protein YjfJ OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yjfJ PE=3 SV=1 && PF04012:PspA/IM30 family
b2816,metV,NC_000913.3,2947607,2947683,+,77,protein_coding,tRNA-Met&&-- && -
b4729,ykgV,NC_000913.3,294918,295142,-,225,protein_coding,protein YkgV&&sp|P0DPM9|YKGV_ECOLI Protein YkgV OS=Escherichia coli (strain K12) OX=83333 GN=ykgV PE=1 SV=1 && -
b4789,yhgP,NC_000913.3,3573679,3573708,-,30,protein_coding,protein YhgP&&-- && -
b3086,ygjQ,NC_000913.3,3236540,3237232,+,693,protein_coding,DUF218 domain-containing protein YgjQ&&sp|P42598|YGJQ_ECOLI Uncharacterized protein YgjQ OS=Escherichia coli (strain K12) OX=83333 GN=ygjQ PE=4 SV=1 && PF02698:DUF218 domain
b3547,yhjX,NC_000913.3,3710799,3712007,-,1209,protein_coding,putative transporter YhjX&&sp|P37662|YHJX_ECOLI Uncharacterized MFS-type transporter YhjX OS=Escherichia coli (strain K12) OX=83333 GN=yhjX PE=1 SV=1 && PF07690:Major Facilitator Superfamily
b1312,ycjP,NC_000913.3,1374090,1374932,+,843,protein_coding,putative ABC transporter membrane subunit YcjP&&sp|P77716|YCJP_ECOLI Inner membrane ABC transporter permease protein YcjP OS=Escherichia coli (strain K12) OX=83333 GN=ycjP PE=1 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
Novel00124,-,NC_000913.3,1754218,1754388,+,171,-,-
b1396,paaI,NC_000913.3,1460471,1460893,+,423,protein_coding,phenylacetyl-CoA thioesterase&&sp|P76084|PAAI_ECOLI Acyl-coenzyme A thioesterase PaaI OS=Escherichia coli (strain K12) OX=83333 GN=paaI PE=1 SV=1 && PF03061:Thioesterase superfamily
b2647,ypjA,NC_000913.3,2778146,2782726,-,4581,protein_coding,"adhesin-like autotransporter YpjA&&sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) OX=83333 GN=ypjA PE=3 SV=3 && PF03212:Pertactin|PF03797:Autotransporter beta-domain|PF16168:Adhesin of bacterial autotransporter system, probable stalk"
b4441,glmY,NC_000913.3,2691157,2691340,-,184,protein_coding,small regulatory RNA GlmY&&-- && -
b1411,ynbD,NC_000913.3,1480909,1482201,+,1293,protein_coding,"phosphatase domain-containing protein YnbD&&sp|P76093|YNBD_ECOLI Uncharacterized protein YnbD OS=Escherichia coli (strain K12) OX=83333 GN=ynbD PE=1 SV=1 && PF00782:Dual specificity phosphatase, catalytic domain"
b2740,ygbN,NC_000913.3,2865101,2866465,+,1365,protein_coding,putative transporter YgbN&&sp|Q46892|YGBN_ECOLI Inner membrane permease YgbN OS=Escherichia coli (strain K12) OX=83333 GN=ygbN PE=1 SV=1 && PF02447:GntP family permease
b2646,ypjF,NC_000913.3,2777453,2777782,+,330,protein_coding,toxin of the YpjF-YfjZ toxin-antitoxin system&&sp|Q46953|YPJF_ECOLI Toxin YpjF OS=Escherichia coli (strain K12) OX=83333 GN=ypjF PE=1 SV=1 && PF06755:CbtA_toxin of type IV toxin-antitoxin system
b2451,eutA,NC_000913.3,2565481,2566884,-,1404,protein_coding,ethanolamine ammonia-lyase reactivase EutA&&sp|P76551|EUTA_ECOLI Ethanolamine ammonia-lyase reactivase EutA OS=Escherichia coli (strain K12) OX=83333 GN=eutA PE=1 SV=1 && PF06277:Ethanolamine utilisation protein EutA
b0618,citC,NC_000913.3,650798,651856,-,1059,protein_coding,citrate lyase synthetase&&sp|P77390|CITC_ECOLI [Citrate [pro-3S]-lyase] ligase OS=Escherichia coli (strain K12) OX=83333 GN=citC PE=1 SV=2 && PF08218:Citrate lyase ligase C-terminal domain
b0590,fepD,NC_000913.3,621185,622189,-,1005,protein_coding,ferric enterobactin ABC transporter membrane subunit FebD&&sp|P23876|FEPD_ECOLI Ferric enterobactin transport system permease protein FepD OS=Escherichia coli (strain K12) OX=83333 GN=fepD PE=1 SV=1 && PF01032:FecCD transport family
b0251,yafY,NC_000913.3,266110,266553,-,444,protein_coding,inner membrane lipoprotein YafY&&sp|P77365|YAFY_ECOLI Lipoprotein YafY OS=Escherichia coli (strain K12) OX=83333 GN=yafY PE=1 SV=2 && -
b2424,cysU,NC_000913.3,2541679,2542512,-,834,protein_coding,sulfate/thiosulfate ABC transporter inner membrane subunit CysU&&sp|P16701|CYST_ECOLI Sulfate transport system permease protein CysT OS=Escherichia coli (strain K12) OX=83333 GN=cysU PE=3 SV=1 && PF00528:Binding-protein-dependent transport system inner membrane component
b1921,fliZ,NC_000913.3,2000473,2001024,-,552,protein_coding,"DNA-binding transcriptional regulator FliZ&&sp|P52627|FLIZ_ECOLI Regulator of sigma S factor FliZ OS=Escherichia coli (strain K12) OX=83333 GN=fliZ PE=2 SV=1 && PF02899:Phage integrase, N-terminal SAM-like domain"
b3393,hofO,NC_000913.3,3521009,3521449,-,441,protein_coding,DNA utilization protein HofO&&sp|P45751|HOFO_ECOLI DNA utilization protein HofO OS=Escherichia coli (strain K12) OX=83333 GN=hofO PE=4 SV=1 && -
b2446,yffO,NC_000913.3,2562111,2562527,+,417,protein_coding,uncharacterized protein YffO&&sp|P76546|YFFO_ECOLI Uncharacterized protein YffO OS=Escherichia coli (strain K12) OX=83333 GN=yffO PE=4 SV=1 && -
b1453,ansP,NC_000913.3,1524481,1525980,-,1500,protein_coding,L-asparagine transporter&&sp|P77610|ANSP_ECOLI L-asparagine permease OS=Escherichia coli (strain K12) OX=83333 GN=ansP PE=3 SV=2 && PF00324:Amino acid permease
b3615,waaH,NC_000913.3,3789047,3790081,-,1035,protein_coding,UDP-glucuronate:LPS(HepIII) glycosyltransferase&&sp|P11290|YIBD_ECOLI Uncharacterized glycosyltransferase YibD OS=Escherichia coli (strain K12) OX=83333 GN=yibD PE=3 SV=2 && PF00535:Glycosyl transferase family 2
b1922,fliA,NC_000913.3,2001070,2001789,-,720,protein_coding,"RNA polymerase sigma factor FliA&&sp|P0AEM8|FLIA_ECO57 RNA polymerase sigma factor FliA OS=Escherichia coli O157:H7 OX=83334 GN=fliA PE=3 SV=1 && PF04545:Sigma-70, region 4|PF04539:Sigma-70 region 3|PF04542:Sigma-70 region 2"
